folioviv,num_refri,num_radio,num_tva,num_tvd,telefono,celular,num_estuf
203709506,1,0,0,1,2,1,1
203714201,1,0,0,2,1,1,1
203714202,1,0,0,1,1,1,1
203714203,1,1,0,1,1,1,1
203714204,1,0,0,3,1,1,1
203714205,1,0,0,3,1,1,1
203732601,1,0,0,2,1,1,1
203732602,1,1,0,3,1,2,1
203732606,1,0,0,1,1,1,1
203750401,1,0,1,0,1,1,1
203750402,1,0,1,0,2,1,1
203750403,1,0,0,1,2,1,1
203750404,1,0,1,0,1,1,1
203750405,1,1,0,2,2,1,1
203750406,1,1,1,0,1,2,1
203790701,1,0,2,0,1,1,1
203790702,1,0,1,1,1,1,1
203790703,1,0,3,0,1,1,1
203790704,1,0,0,2,2,1,1
203790705,1,0,0,1,1,1,1
205468203,1,0,2,0,2,1,1
205468204,1,0,0,1,2,1,1
205468205,0,0,1,0,2,1,0
205468206,1,1,1,0,2,2,1
205483601,1,1,0,2,2,1,1
205483602,1,1,0,2,1,1,1
205483603,1,1,0,1,2,1,1
205483604,1,1,0,3,1,1,1
205483605,1,0,0,1,2,1,1
205483606,1,1,0,1,2,1,1
205504401,1,0,1,0,2,1,1
205504402,0,1,1,0,2,1,1
205504403,1,0,0,3,1,1,1
205504404,1,0,1,1,1,2,1
205533701,1,0,0,1,1,1,1
205533702,1,0,0,1,2,1,1
205533703,1,1,1,0,2,1,1
205533704,1,0,0,3,1,1,1
205533705,1,0,0,1,2,1,1
205533706,1,0,0,1,2,1,1
205632901,1,0,1,0,2,2,1
202050705,1,1,0,1,1,1,1
202050706,1,0,2,0,2,1,1
202051902,1,0,0,2,1,1,1
202051903,1,1,1,0,1,2,1
202051904,1,0,1,0,1,2,1
202051905,1,1,0,1,1,2,0
202051906,1,0,0,1,1,2,1
202093002,1,0,0,2,1,1,1
202093004,1,0,0,2,1,1,1
202093005,1,0,0,1,1,2,1
202093006,1,0,1,1,1,1,1
202121203,1,1,0,1,2,1,1
202121204,1,0,0,1,1,1,1
202121205,1,0,0,1,1,1,1
202121206,1,0,1,1,2,1,1
202157301,1,1,0,1,1,1,1
202157304,1,0,1,1,2,1,1
202157305,1,0,0,2,1,1,1
202165502,1,0,0,1,2,1,1
202165503,1,0,0,1,2,1,1
202165504,1,1,0,2,1,1,1
207156404,0,0,1,1,1,1,0
207156405,1,0,1,0,2,1,1
207156406,1,0,0,1,2,2,1
207156707,1,0,0,2,2,1,1
207156708,1,0,0,1,1,1,1
207156710,1,0,0,1,2,1,1
207156711,1,0,0,1,1,1,1
207156712,1,0,1,0,2,1,1
207156913,1,0,0,3,1,1,1
207156914,1,0,0,2,1,1,1
207156915,1,1,0,1,1,1,1
207156916,1,0,0,4,1,1,1
207156917,1,1,0,2,2,1,1
207156918,1,0,0,0,1,1,1
207194219,1,0,0,2,2,1,1
207194220,1,0,2,1,1,1,1
207194221,1,0,0,0,2,1,1
207194222,1,0,1,1,2,1,1
207194223,1,0,1,1,1,1,1
207194307,1,0,0,3,1,1,1
207194308,1,0,0,1,1,1,1
203790706,1,0,0,2,1,1,1
203804902,1,0,0,1,1,1,1
203804903,1,1,0,1,2,1,1
203804904,1,0,0,1,2,1,1
203804905,1,1,1,0,1,1,1
203804906,1,1,1,1,1,1,1
203830002,1,0,0,1,2,1,1
203830003,1,0,1,0,2,1,1
203830004,0,0,1,0,2,1,1
203830005,1,0,0,2,2,1,1
203830006,1,0,1,1,2,1,1
203845801,1,0,0,0,1,1,1
203845802,1,0,0,2,1,1,1
203845803,1,0,2,0,1,1,1
203845804,1,0,0,1,1,1,1
203845805,1,0,0,1,2,1,1
203845806,1,0,0,1,1,1,1
203859302,1,0,0,0,2,2,1
203859303,0,0,0,1,2,1,0
203859304,1,1,0,1,1,1,1
203859305,1,0,0,1,2,1,1
205632902,1,1,0,1,2,1,1
205632903,1,1,1,0,2,1,1
205632904,1,0,0,1,2,1,1
205632905,1,0,1,0,1,1,1
205633001,1,0,0,2,2,1,1
205633002,1,0,1,0,2,1,1
205633003,1,0,0,1,2,1,1
205633004,1,0,0,1,2,1,1
205633005,1,0,0,1,2,1,1
205633006,1,1,1,0,2,1,1
205648801,1,1,1,0,2,1,1
205648802,1,0,1,0,2,1,1
205648803,1,0,1,0,2,1,1
205648804,1,0,1,1,1,1,1
205648805,1,0,1,1,1,1,1
205648806,1,0,0,1,2,1,1
205652301,1,1,0,2,2,1,1
205652302,1,1,1,0,2,1,1
205652303,1,0,0,2,1,1,1
205652304,1,1,2,1,2,1,1
205652305,1,0,1,0,2,1,1
202165505,1,0,0,3,2,1,1
202200201,0,0,0,1,2,2,1
202200204,1,0,1,0,2,1,1
202200205,1,0,0,1,2,1,1
202200206,1,0,0,1,1,2,1
202201601,1,0,1,0,2,1,1
202201602,1,0,1,0,1,1,1
202201603,1,0,1,1,2,1,1
202201605,1,0,0,2,2,1,1
202207402,1,0,1,1,2,1,1
202207403,0,0,1,1,2,2,1
202207404,1,0,1,0,2,1,1
202207405,1,0,0,1,2,1,1
202207406,0,1,1,0,2,1,1
202220702,1,0,0,1,1,2,1
202220703,1,0,0,3,1,1,1
202220704,1,0,0,2,1,1,1
202220705,1,0,0,1,1,1,1
202255901,1,0,0,1,2,1,1
202255902,1,0,0,1,2,1,1
202255903,1,0,0,1,1,1,1
207194309,1,0,0,1,2,1,1
207194310,1,0,1,0,2,1,1
207194311,1,0,2,0,2,1,1
207194312,1,0,0,1,2,1,1
207194513,1,2,0,1,2,1,1
207194514,1,0,1,0,2,1,1
207194515,1,1,1,0,1,1,1
207194516,1,0,0,2,2,1,1
207194517,1,0,0,1,2,1,1
207194518,1,0,0,1,1,1,1
207194801,1,0,2,1,2,1,1
207194802,1,0,1,0,2,1,1
207194803,1,0,0,1,1,1,1
207194804,1,0,0,1,2,1,1
207194805,1,0,1,1,1,1,1
207194806,1,0,0,1,1,1,1
207283601,1,0,1,0,2,1,1
207283602,1,0,2,0,2,1,1
207283603,1,0,0,1,2,1,1
207283604,1,0,2,0,2,1,1
207283605,1,0,0,1,2,1,1
203859306,1,0,1,0,1,1,1
203869501,1,0,1,1,2,1,1
203869502,1,0,1,1,2,1,1
203869503,1,0,0,0,2,1,1
203869504,1,0,1,0,2,1,1
203869505,1,0,0,1,2,1,1
203869506,1,0,0,2,1,1,1
203890201,1,1,1,0,2,1,1
203890202,1,0,1,0,2,1,1
203890203,1,0,0,1,2,1,1
203890204,1,0,0,2,1,1,1
203890205,1,0,0,1,2,2,1
203890206,1,0,0,1,1,1,1
203907601,1,0,2,0,1,1,1
203907602,1,1,1,0,2,1,1
203907603,1,0,1,0,2,1,1
203907604,1,1,0,1,1,1,1
203907605,1,1,1,0,2,2,1
203907606,1,1,0,1,2,1,1
203914402,1,0,1,1,1,2,1
203914403,1,0,0,2,1,1,1
205652306,0,0,1,0,2,1,1
205661501,1,0,2,1,1,1,1
205661502,1,0,0,1,1,2,1
205661503,1,1,1,0,1,1,1
205661504,1,1,2,0,2,2,1
205661506,1,0,1,0,1,1,1
205700201,1,0,0,2,1,1,1
205700202,1,0,1,0,1,1,1
205700203,1,0,2,0,1,1,1
205700204,1,0,1,2,1,2,1
205700206,1,1,1,1,1,1,1
205736601,1,0,0,1,1,1,1
205736602,1,0,0,1,2,1,1
205736603,1,1,1,0,2,1,1
205736604,1,1,1,0,2,1,1
205736605,1,0,1,0,2,1,1
205736606,1,0,1,0,2,1,1
205767401,1,0,0,1,1,1,1
205767402,1,0,0,1,2,1,1
205767403,1,0,1,0,2,1,1
205767404,1,1,0,1,1,1,1
202255904,3,1,0,2,1,1,1
202255905,1,1,1,1,2,1,1
202265001,1,0,1,0,2,1,1
202265002,1,0,1,1,2,1,1
202265003,1,0,1,0,2,1,1
202265004,1,1,0,1,2,1,1
202265005,1,0,1,0,1,1,1
202265006,1,0,0,2,2,1,1
202279801,1,0,2,0,2,1,1
202279802,1,0,1,1,1,1,1
202279803,1,0,2,1,2,1,1
202279804,1,0,0,2,1,1,1
202279805,1,0,0,1,1,1,1
202283301,1,0,2,0,2,1,1
202283302,1,0,0,1,1,1,1
202283303,1,1,0,2,1,1,1
202283304,1,0,0,1,1,1,1
202283306,1,1,1,1,2,1,1
202310501,1,0,0,1,1,1,1
202310502,1,0,0,1,2,2,0
202310504,1,0,1,1,2,1,1
207283606,1,0,1,0,2,1,1
207299401,1,0,0,2,2,1,1
207299402,1,0,1,0,2,1,1
207299403,1,0,1,0,1,1,1
207299404,1,0,0,1,2,1,1
207299405,1,0,2,0,2,1,1
207299406,1,0,1,0,2,1,1
207366701,1,1,1,1,2,1,1
207366702,1,0,1,1,2,1,1
207366703,1,0,0,1,2,1,1
207366704,1,1,1,0,2,1,1
207366705,1,0,0,1,2,1,1
207366706,1,0,3,0,1,1,1
207380901,1,0,1,1,1,1,1
207380902,1,0,0,1,1,1,1
207380903,1,0,1,1,2,1,1
207380904,1,0,0,1,1,1,1
207380905,1,0,1,0,2,1,1
207380906,1,1,0,0,2,1,1
207440001,1,0,0,1,1,1,1
207440002,1,0,0,1,1,1,1
203914404,1,0,1,0,2,1,1
203914406,1,0,0,1,2,1,1
203940701,1,0,0,1,2,1,1
203940702,1,0,0,1,2,1,1
203940703,1,0,1,1,2,1,1
203940704,1,0,1,1,2,1,1
203940705,1,1,0,1,1,2,1
203940706,1,0,2,1,1,1,1
203962901,1,0,0,1,2,1,1
203962902,1,0,1,0,2,1,1
203962903,1,0,0,1,1,1,1
203962904,1,0,0,2,1,1,1
203962905,1,0,1,2,2,1,1
203962906,1,0,1,0,2,1,1
203999001,1,0,1,0,1,1,1
203999002,1,0,0,1,2,1,1
203999003,1,0,1,0,2,1,1
203999004,1,0,0,2,1,1,1
203999005,1,0,0,1,2,1,1
203999006,1,0,0,1,2,1,1
204032801,1,0,0,1,2,1,1
205767405,1,0,1,0,2,1,1
205767406,1,0,1,0,2,1,1
205779702,1,0,0,2,1,1,1
205779703,1,0,0,1,2,1,1
205779704,1,0,0,4,1,1,1
205779705,1,0,0,2,1,1,1
205779706,1,0,0,1,1,1,1
205780901,1,0,1,0,1,2,1
205780902,0,0,0,0,2,1,0
205780903,1,0,1,0,2,1,1
205780904,1,0,1,1,2,1,1
205780905,1,0,1,0,2,1,1
205780906,0,1,1,0,2,1,0
205782001,1,0,1,1,2,1,1
205782002,1,1,1,0,2,1,1
205782003,1,0,2,1,2,1,1
205782004,1,0,0,1,1,1,1
205782005,1,0,0,1,2,1,1
205782006,1,0,1,0,2,1,1
205804802,1,1,1,0,2,1,1
205804803,1,1,1,0,2,1,1
202310505,1,0,2,1,2,1,1
202310506,1,0,1,0,2,1,1
202328201,1,1,0,2,1,1,1
202328202,1,0,0,2,2,1,1
202328203,1,0,2,1,2,1,1
202328205,1,0,2,0,1,1,1
202328206,1,0,0,1,1,1,1
202352601,1,0,0,2,1,1,1
202352602,1,0,0,1,1,1,1
202352603,1,0,1,1,2,1,1
202352605,1,0,1,1,2,1,1
202352606,1,0,1,1,1,1,1
202377403,1,0,0,1,1,1,1
202377405,1,0,0,2,2,1,1
202377406,1,0,0,2,1,1,1
202400701,1,0,1,2,1,2,1
202400702,1,1,0,1,2,1,1
202400703,1,0,0,2,1,1,1
202400704,1,0,0,1,2,1,1
202400705,1,0,0,1,2,1,1
202440901,1,1,1,1,2,1,1
207440006,1,0,0,1,1,1,1
207492801,1,0,0,2,1,1,1
207492802,1,0,0,1,1,1,1
207492803,1,0,0,3,1,2,1
207492804,1,0,0,2,1,1,1
207492805,1,0,1,1,2,1,1
207492806,1,0,1,0,2,1,1
207502301,1,1,0,1,1,1,1
207502302,1,0,0,2,1,1,1
207502303,1,0,0,3,2,1,1
207502305,1,0,0,2,2,1,1
207502306,1,0,0,2,1,1,1
207508501,1,0,0,2,1,1,1
207508502,1,0,1,0,1,1,1
207508503,1,0,0,3,1,1,1
207508504,1,0,0,1,1,1,1
207508505,1,0,1,1,2,1,1
207546201,1,0,1,0,1,1,1
207546202,1,0,1,0,2,1,1
207546203,1,0,1,0,2,1,1
207546204,1,0,1,1,2,1,1
204032802,1,0,1,0,2,1,1
204032803,1,0,1,1,1,1,1
204043301,1,0,1,0,1,2,1
204043302,1,0,1,1,1,1,1
204043303,1,0,1,0,2,1,1
204043305,1,1,1,0,2,1,1
204043306,1,0,0,2,1,1,1
204049501,1,1,0,2,2,1,1
204049502,1,0,1,0,2,1,1
204049503,1,1,1,0,1,1,1
204049504,1,0,1,0,2,2,1
204049505,1,0,1,1,2,1,1
204049506,1,0,0,0,1,1,1
204100201,0,0,0,1,2,1,1
204100202,1,0,1,0,1,1,1
204100203,1,0,0,1,2,1,1
204100204,1,0,1,0,2,1,1
204100205,1,1,0,1,2,1,1
204100206,1,0,4,4,1,1,1
204125601,1,1,1,0,2,1,1
204125602,1,0,1,0,1,1,1
205804804,1,0,1,0,2,1,1
205804805,1,0,0,1,1,1,1
205827301,1,1,2,1,1,1,1
205827302,1,0,0,1,1,1,1
205827303,1,0,0,1,2,1,1
205827304,1,0,0,1,1,1,1
205827305,1,0,0,0,2,1,1
205827306,1,0,0,1,1,1,1
205844501,1,1,0,2,1,1,1
205844502,1,0,0,1,1,1,1
205844503,0,0,1,1,1,1,1
205844504,1,0,0,0,2,1,1
205844505,1,0,2,1,1,1,1
205844506,1,0,2,0,1,1,1
205900201,1,0,1,0,1,1,1
205900202,1,0,1,0,1,1,1
205900203,1,0,1,1,1,1,1
205900204,1,0,1,0,2,1,1
205900205,1,1,1,0,2,2,1
205900206,1,1,1,0,1,1,1
205917602,1,0,1,1,1,1,1
202440902,1,0,1,0,2,1,1
202440903,1,1,0,1,1,1,1
202440905,1,1,1,1,1,1,1
202445001,1,0,1,1,1,2,1
202445002,1,0,0,3,1,1,1
202445003,1,0,0,2,2,1,1
202445004,1,1,1,1,1,1,1
202445005,1,0,0,1,2,1,1
202445006,1,1,1,0,2,1,1
202466801,1,1,0,2,1,1,1
202466802,1,0,0,1,1,1,1
202466803,1,0,0,2,1,1,1
202466806,1,0,0,1,2,1,1
202476301,1,0,1,1,2,1,1
202476302,1,1,1,0,1,1,0
202476304,1,0,2,0,2,1,1
202476305,1,0,2,2,1,1,1
202476306,1,0,0,2,2,1,1
202484501,1,0,0,0,1,1,1
202484502,1,1,2,0,2,1,1
202484503,2,0,1,1,1,1,1
207546205,1,0,1,1,1,1,1
207546206,1,0,0,1,2,1,1
207546413,1,0,0,1,1,1,1
207546414,1,0,0,1,2,1,1
207546415,1,0,2,1,2,1,1
207546416,1,0,0,1,1,1,1
207546417,1,0,0,2,2,1,1
207546418,1,0,1,1,2,1,1
207546607,1,0,1,1,1,1,1
207546608,1,0,2,0,2,1,1
207546609,1,0,0,1,1,1,1
207546610,1,0,0,1,1,1,1
207546611,1,0,1,0,2,1,1
207546612,1,0,1,0,2,1,1
207546719,1,0,1,0,2,1,1
207546720,1,0,0,0,2,1,1
207546721,1,0,1,1,2,1,1
207546722,1,0,1,1,2,1,1
207546723,1,0,1,0,2,1,1
207546724,1,0,0,2,2,1,1
207567007,1,0,1,0,2,1,1
204125603,1,0,1,0,2,2,1
204125604,1,1,1,0,2,1,1
204125606,1,0,0,1,1,1,1
204134401,1,0,0,1,1,1,1
204134402,1,1,0,1,1,1,1
204134403,1,1,0,2,1,1,1
204134404,1,1,1,0,1,1,1
204134405,1,0,0,1,2,1,1
204134406,1,3,1,0,1,1,1
204191701,0,1,1,0,2,1,1
204191702,1,0,2,0,1,1,1
204191703,1,0,0,0,2,1,1
204191704,1,0,0,1,2,1,1
204191704,1,1,0,1,2,1,1
204191705,1,0,0,1,2,1,1
204191706,1,0,0,1,2,1,1
204195901,0,0,1,0,2,1,1
204195902,0,0,0,0,2,1,1
204195903,1,1,2,0,2,1,1
204195904,1,0,1,0,2,1,1
204195905,1,0,0,1,2,1,1
205917603,1,0,0,1,2,1,1
205917604,1,0,1,0,2,1,1
205917605,1,0,0,2,1,1,1
205917606,2,1,0,1,1,1,1
206008401,1,0,0,0,2,1,1
206008402,0,0,1,0,2,1,1
206008403,1,0,0,1,1,1,1
206008404,1,0,0,1,1,1,1
206008405,1,0,5,1,1,1,1
206008406,1,0,1,0,2,1,1
206012701,1,0,1,1,2,1,1
206012702,1,1,1,0,2,1,1
206012703,1,0,3,2,1,1,1
206012704,0,0,1,0,2,1,1
206012705,1,0,2,1,1,1,1
206012706,1,1,0,1,2,1,1
206046901,1,0,0,1,2,1,1
206046902,1,0,0,2,1,1,1
206046903,0,0,2,0,2,1,0
206046904,1,0,0,1,2,1,1
206046905,1,0,2,0,2,1,1
202484504,1,0,1,1,1,1,1
202484505,1,1,0,2,1,1,1
202503201,1,1,3,0,1,1,1
202503203,1,0,1,0,2,1,1
202503204,1,0,0,1,2,1,1
202503205,1,0,0,1,2,1,1
202503206,1,0,0,2,2,2,1
202601601,1,1,1,1,2,2,1
202601602,1,0,2,0,2,1,1
202601603,1,0,0,1,2,1,1
202601604,1,0,0,1,2,1,1
202601605,1,0,1,1,1,1,1
202601606,1,0,1,1,2,1,1
202629402,1,0,0,1,2,1,1
202629404,1,1,0,1,2,1,1
202629406,1,0,0,3,2,1,1
202652701,1,0,0,2,1,1,1
202652702,1,1,1,1,2,1,1
202652703,1,0,1,0,2,2,1
202652704,0,0,0,0,2,1,0
202652704,1,0,1,0,2,1,0
207567008,1,0,0,1,2,1,1
207567009,1,0,1,0,2,1,1
207567010,1,0,1,0,2,1,1
207567011,1,1,1,0,1,1,1
207567012,1,0,1,1,2,1,1
207567319,1,0,1,0,2,1,1
207567320,1,0,3,0,2,1,1
207567321,1,0,1,0,2,1,1
207567322,1,0,1,0,2,1,1
207567323,1,0,0,1,1,1,1
207567324,1,0,0,1,2,1,1
207567813,1,0,0,1,2,1,1
207567814,1,1,0,1,2,1,1
207567815,2,0,0,0,2,1,1
207567816,1,0,0,1,1,1,1
207567817,1,0,1,1,2,1,1
207567818,1,0,1,0,2,1,1
207567901,1,0,1,1,2,1,1
207567903,1,0,1,1,2,1,1
207567904,1,0,1,0,1,1,1
207567905,1,1,0,1,1,1,1
204196001,1,1,1,0,2,1,1
204196001,1,0,1,0,2,1,1
204196002,1,1,2,0,2,1,1
204196003,1,0,0,1,1,1,1
204196004,1,0,1,0,2,1,1
204196005,0,0,2,0,1,1,1
204196006,1,1,1,0,2,1,1
204200801,1,1,1,1,2,1,1
204200802,1,1,1,1,2,1,1
204200803,1,0,1,1,2,1,1
204200804,1,0,1,0,2,1,1
204200805,1,0,1,0,2,2,1
204200806,1,1,1,1,2,1,1
204232302,1,1,1,0,1,2,1
204232303,1,0,0,1,1,2,1
204232304,1,0,0,2,1,1,1
204232305,1,0,0,1,1,1,1
204232306,1,0,1,2,2,1,1
204283501,1,1,3,0,2,1,1
204283502,1,0,0,2,1,1,1
204283503,1,0,1,0,2,1,1
206046906,1,0,0,1,2,1,1
206074001,1,0,0,2,1,1,1
206074002,1,1,1,0,1,1,1
206074003,1,1,1,0,1,1,1
206074004,1,0,1,0,1,1,1
206074005,1,0,2,0,2,1,1
206074006,1,0,0,1,1,1,1
206116801,1,0,0,1,2,1,1
206116802,1,0,0,1,2,1,1
206116803,1,1,0,1,2,1,1
206116804,1,0,1,0,2,2,1
206116805,1,0,0,1,1,1,1
206116806,1,1,0,1,1,2,1
206126301,1,0,0,2,1,1,1
206126302,1,1,0,3,1,1,1
206126303,1,0,0,1,1,1,1
206126304,1,0,0,1,2,2,1
206126305,1,0,0,2,1,1,1
206226501,1,0,0,1,2,1,1
206226502,1,1,0,1,2,1,1
206226503,1,0,1,1,1,1,1
202652705,1,0,0,2,2,1,1
202652706,1,0,0,1,2,1,1
202709901,1,0,0,1,2,1,1
202709902,1,0,1,1,2,1,1
202709903,1,0,0,1,2,1,1
202709904,1,0,1,0,2,1,1
202709905,1,0,0,1,2,1,1
202709906,1,0,1,1,2,1,1
202753001,1,0,1,1,2,1,1
202753002,1,1,1,0,2,2,1
202753005,1,0,0,1,2,2,1
202753006,1,0,1,1,1,1,1
202794801,1,0,0,3,2,1,1
202794804,1,0,0,0,2,1,1
202794806,1,0,0,2,1,1,1
202795301,1,0,1,0,2,1,1
202795302,1,1,0,1,2,1,1
202795303,1,1,0,1,2,1,1
202795304,1,0,1,0,1,1,1
202798501,1,0,0,1,2,2,1
202798502,1,0,0,1,1,1,1
207567906,1,0,0,1,1,1,1
207605207,1,0,0,1,2,1,1
207605208,1,0,3,0,1,1,1
207605210,1,0,1,0,2,1,1
207605211,1,0,1,0,2,1,1
207605212,1,0,1,0,1,1,1
207605419,1,0,1,1,2,1,1
207605420,1,0,1,0,2,1,1
207605421,1,0,1,1,1,1,1
207605422,1,0,1,0,2,1,1
207605423,1,0,1,1,2,1,1
207605424,1,0,1,0,1,1,1
207605613,1,0,1,0,2,1,1
207605614,1,0,1,1,2,2,1
207605615,1,0,0,1,1,2,1
207605617,1,0,0,1,1,1,1
207605618,1,0,1,0,2,1,1
207605701,1,1,2,0,2,2,1
207605702,1,0,1,0,1,1,1
207605704,1,1,0,2,2,1,1
207605705,1,0,0,3,2,1,1
204283504,1,0,1,0,2,1,1
204283505,0,0,1,0,2,1,1
204283506,1,0,1,0,2,1,1
204311201,1,0,1,1,1,1,1
204311203,1,1,1,1,1,2,1
204311204,1,0,0,1,1,1,1
204311206,1,0,1,0,2,1,1
204313601,1,0,0,1,2,1,1
204313602,1,0,1,1,1,2,1
204313603,1,0,2,3,1,1,1
204313604,1,1,1,2,1,1,1
204313605,1,0,0,2,2,1,1
204472402,1,1,1,0,2,1,1
204472404,1,0,1,1,2,1,1
204472406,1,0,1,1,1,1,1
204481701,1,0,0,3,1,1,1
204481702,1,0,0,1,2,1,1
204481703,1,0,0,2,2,1,1
204481704,1,0,0,3,1,1,1
204481705,0,0,1,0,2,1,0
204481706,1,1,0,1,2,1,1
206226504,1,0,1,0,2,1,1
206226505,1,0,0,1,1,1,1
206226506,1,0,2,1,1,1,1
206250201,1,0,1,1,2,1,1
206250202,1,0,0,2,1,1,1
206250203,1,0,0,3,1,1,1
206250204,1,0,0,2,2,1,1
206250205,1,0,1,1,1,1,1
206250206,1,0,0,2,1,1,1
206284601,1,0,2,0,2,2,1
206284602,1,0,1,0,2,1,1
206284603,1,0,1,0,2,1,1
206284604,1,0,1,0,2,1,1
206284605,1,0,2,1,2,1,1
206284606,1,0,0,1,2,1,1
206343401,1,0,0,1,2,1,1
206343402,1,0,2,0,2,2,1
206343403,1,1,0,0,2,1,0
206343404,1,0,1,0,2,1,1
206343405,1,0,1,0,2,1,1
206343406,0,0,0,0,2,2,1
260025902,0,0,1,0,2,1,0
260025903,0,1,1,0,2,1,1
260025904,1,0,0,0,2,1,1
260025905,0,0,1,0,2,1,0
260025906,1,1,1,0,2,1,1
260028401,0,0,0,0,2,1,1
260028402,0,0,0,0,2,2,1
260028402,0,0,0,0,2,2,0
260028402,0,0,0,0,2,2,1
260028402,0,0,0,0,2,2,1
260028403,0,0,1,0,2,1,1
260028404,0,0,0,0,2,1,1
260028405,0,0,0,0,2,2,1
260028405,0,0,0,0,2,2,1
260028405,0,0,0,0,2,2,1
260028406,0,0,0,0,2,2,1
260028507,1,0,0,0,2,1,1
260028508,0,0,1,0,2,1,1
260028509,0,1,0,0,2,1,1
260028510,0,0,0,0,2,1,1
260028511,0,0,0,0,2,1,1
260235624,1,0,1,0,2,1,1
260246016,1,1,0,2,2,1,1
260246017,1,1,0,1,2,1,1
260246018,1,0,0,1,2,1,1
260246019,1,0,0,1,2,1,1
260246020,1,1,0,1,2,1,1
260246701,1,0,0,1,2,1,1
260246702,1,0,0,2,2,1,1
260246703,1,1,0,1,2,1,1
260246704,1,1,1,0,2,1,1
260246705,1,1,1,0,2,1,1
260246721,0,0,0,0,2,1,1
260246724,1,0,0,1,2,1,1
260246725,1,0,1,0,2,1,1
260246726,1,0,2,0,2,1,1
260246812,1,0,1,0,2,1,1
260246813,1,0,1,0,2,1,1
260246814,2,0,0,0,1,1,1
260246815,1,0,0,1,2,1,1
260246906,1,0,0,1,2,1,1
260246907,1,1,1,2,2,1,1
260099008,1,0,1,0,2,1,1
260099009,1,0,0,1,1,1,1
260099010,1,0,1,2,2,1,1
260099011,1,0,2,0,2,1,1
260099012,1,0,1,0,2,1,1
260099213,1,0,1,0,1,1,1
260099214,1,0,1,0,2,1,1
260099215,1,0,1,0,2,1,1
260099216,1,0,1,0,2,1,1
260099217,1,1,1,0,2,1,1
260099218,1,0,0,2,2,1,1
260099319,1,0,1,0,2,1,1
260099320,1,0,0,2,1,1,1
260099321,1,1,0,1,2,1,1
260099322,1,0,0,1,2,1,1
260099323,1,0,1,0,2,1,1
260099324,1,0,0,2,1,1,1
260099901,1,0,1,0,2,1,1
260099902,1,0,1,0,2,1,1
260099903,1,0,0,2,2,1,1
260099904,1,0,2,0,1,1,1
207727911,1,0,1,0,2,1,1
207727912,1,0,2,0,2,1,1
207772301,1,1,1,0,2,2,1
207772302,1,0,0,1,1,2,1
207772303,1,0,1,0,1,1,1
207772304,1,0,1,1,2,1,1
207772305,1,1,0,1,1,1,1
207772306,1,0,1,1,2,1,1
207826207,0,0,1,0,2,1,1
207826208,1,0,0,2,2,1,1
207826209,1,0,1,1,2,1,1
207826210,0,1,1,0,2,1,1
207826211,1,1,1,0,2,2,1
207826212,1,1,1,0,1,1,1
207826419,0,1,2,0,2,1,1
207826420,0,0,0,0,2,1,0
207826421,0,1,1,0,2,1,1
207826422,0,1,0,0,2,1,1
207826423,1,0,2,0,2,1,1
207826424,1,1,1,0,2,1,1
207826501,1,0,1,0,1,2,1
260028512,0,0,0,0,2,1,1
260163203,0,1,1,0,2,1,1
260163204,1,0,1,0,2,1,1
260163205,1,0,0,1,2,1,1
260163206,0,0,0,1,2,1,1
260163208,1,0,1,2,2,1,1
260163209,1,0,1,0,2,1,1
260163210,1,0,0,2,2,1,1
260163821,1,0,0,0,2,2,0
260163822,1,1,4,2,2,1,1
260163824,1,0,0,2,2,1,1
260163916,1,0,0,1,2,1,1
260163917,1,0,0,1,2,1,1
260163918,1,1,1,0,2,1,1
260163919,0,0,0,0,2,1,1
260163920,1,0,2,0,2,1,1
260164014,1,0,0,1,2,1,1
260164015,1,1,1,1,2,1,1
260164016,1,1,1,1,2,1,1
260164017,1,0,0,1,2,1,1
260164018,1,0,0,1,2,1,1
260028613,0,0,0,1,2,1,0
260028614,1,0,1,0,2,1,0
260028615,0,0,0,0,2,1,0
260028616,0,0,0,1,2,1,0
260028617,0,0,0,0,2,1,0
260028618,0,1,1,0,2,1,0
260028719,0,0,0,0,2,1,1
260028720,0,0,1,0,2,1,1
260028721,0,0,1,0,2,1,1
260028722,0,0,1,0,2,1,1
260028723,0,0,1,0,2,1,1
260028724,0,0,1,0,2,1,1
260032013,1,1,0,1,1,1,1
260032014,1,0,1,0,2,1,1
260032015,1,0,1,1,2,1,1
260032016,1,0,0,1,2,1,1
260032017,1,0,0,1,2,1,1
260032018,1,1,1,0,2,1,1
260032219,1,0,0,1,2,2,1
260032220,1,0,0,1,2,1,1
260032221,1,0,1,0,2,1,1
260099905,1,0,0,1,2,1,1
260099906,1,0,1,0,2,1,1
260103401,1,0,0,2,1,1,1
260103402,1,0,0,1,1,1,1
260103403,1,1,1,1,2,1,1
260103404,1,0,0,1,1,1,1
260103406,1,0,1,1,2,1,1
260103507,1,0,0,0,1,1,1
260103508,1,0,0,2,2,1,1
260103510,1,0,0,1,2,1,1
260103511,1,0,0,1,2,1,1
260103512,1,0,2,0,2,1,1
260103613,1,0,0,1,2,1,1
260103614,1,1,0,1,1,1,1
260103615,1,0,1,0,2,1,1
260103616,1,1,0,1,1,1,1
260103618,1,0,1,0,1,1,1
260103719,1,0,1,0,2,1,1
260103720,1,0,0,1,2,1,1
260103721,1,0,0,1,1,1,1
