folioviv,combustible,disp_elect,estufa_chi,,,#NAME?
301093209,6,1, ,,,
301093211,3,1, ,,,
301093212,3,1, ,,,
301093413,3,1, ,,,
301093414,3,1, ,,,
301093415,3,1, ,,,
301093416,3,1, ,,,
301093417,3,1, ,,,
301093418,3,1, ,,,
301093719,3,1, ,,,
301093720,3,1, ,,,
301093721,3,1, ,,,
301093722,3,1, ,,,
301093723,3,1, ,,,
301093724,3,1, ,,,
301112513,1,1,2,,,
301112514,5,1, ,,,
301112515,3,1, ,,,
301112516,1,1,2,,,
301112517,3,1, ,,,
301112518,3,1, ,,,
301112607,3,1, ,,,
301112608,6,1, ,,,
301112609,1,1,2,,,
301112612,3,1, ,,,
301112801,3,1, ,,,
301112802,1,1,2,,,
301112803,1,1,2,,,
301112805,3,1, ,,,
301112806,3,1, ,,,
301112919,3,1, ,,,
301112920,3,1, ,,,
301112921,3,1, ,,,
301112922,3,1, ,,,
301112923,1,1,2,,,
301112924,3,1, ,,,
301119007,3,1, ,,,
301119008,3,1, ,,,
301119009,3,1, ,,,
301119010,3,1, ,,,
301119011,3,1, ,,,
301119012,3,1, ,,,
301119213,3,1, ,,,
301119214,3,1, ,,,
301119215,3,1, ,,,
301119216,3,1, ,,,
301119217,3,1, ,,,
301119218,3,1, ,,,
301119301,3,1, ,,,
301119302,3,1, ,,,
301119303,3,1, ,,,
301119304,1,1,2,,,
301119305,3,1, ,,,
301119306,3,1, ,,,
301119419,3,1, ,,,
301119420,3,1, ,,,
301119422,3,1, ,,,
301119423,1,1,2,,,
301119424,3,1, ,,,
301170013,3,1, ,,,
301170015,3,1, ,,,
301170016,3,1, ,,,
301170017,1,1,2,,,
301170018,3,1, ,,,
301170219,3,1, ,,,
301170220,3,1, ,,,
301170221,3,1, ,,,
301170222,3,1, ,,,
301170224,3,1, ,,,
301170307,3,1, ,,,
301170308,3,1, ,,,
301170309,3,4, ,,,
301170311,3,1, ,,,
301170312,3,1, ,,,
301170901,6,1, ,,,
301170902,3,1, ,,,
301170903,3,1, ,,,
301170904,3,1, ,,,
301170905,3,1, ,,,
301170906,3,1, ,,,
301172401,3,1, ,,,
301172402,3,1, ,,,
301172403,3,4, ,,,
301172404,3,1, ,,,
301172405,3,1, ,,,
301172406,3,4, ,,,
301172619,3,1, ,,,
301172621,3,1, ,,,
301172623,3,1, ,,,
301172624,3,1, ,,,
301172707,3,1, ,,,
301172708,3,1, ,,,
301172709,3,1, ,,,
301172710,3,1, ,,,
301172711,1,1,2,,,
301172712,3,5, ,,,
301172813,3,1, ,,,
301172814,3,1, ,,,
301172815,3,1, ,,,
301172818,3,1, ,,,
301175019,3,1, ,,,
301175020,3,1, ,,,
301175022,3,1, ,,,
301175023,3,1, ,,,
301175024,3,1, ,,,
301175313,3,1, ,,,
301175314,3,1, ,,,
301175315,3,1, ,,,
301175316,3,1, ,,,
301175317,3,1, ,,,
301175318,3,1, ,,,
301175501,3,1, ,,,
301175502,3,1, ,,,
301175503,3,1, ,,,
301175504,3,1, ,,,
301175505,3,1, ,,,
301175506,3,1, ,,,
301175907,3,1, ,,,
301175908,3,1, ,,,
301175909,3,1, ,,,
301175911,4,1, ,,,
301175912,3,1, ,,,
301211202,3,1, ,,,
301211203,5,1, ,,,
301211204,5,1, ,,,
301211205,3,1, ,,,
301211206,3,1, ,,,
301211407,3,1, ,,,
301211408,3,1, ,,,
301211409,3,1, ,,,
301211410,3,1, ,,,
301211411,5,1, ,,,
301211412,3,1, ,,,
301211714,5,1, ,,,
301211715,3,1, ,,,
301211716,5,1, ,,,
301211717,3,1, ,,,
301211718,5,1, ,,,
301211819,3,2, ,,,
301211820,3,2, ,,,
301211821,3,1, ,,,
301211824,3,1, ,,,
301212319,3,1, ,,,
301212321,4,1, ,,,
301212322,3,1, ,,,
301212323,3,1, ,,,
301212508,5,1, ,,,
301212510,3,1, ,,,
301212511,3,1, ,,,
301212512,3,1, ,,,
301212601,3,1, ,,,
301212603,3,1, ,,,
301212605,3,1, ,,,
301212606,3,1, ,,,
301212913,3,1, ,,,
301212914,3,1, ,,,
301212916,3,1, ,,,
301212917,3,1, ,,,
301212918,3,1, ,,,
301252001,3,1, ,,,
301252002,6,1, ,,,
301252003,3,1, ,,,
301252004,3,1, ,,,
301252005,3,1, ,,,
301252006,3,1, ,,,
301252209,3,1, ,,,
301252210,3,1, ,,,
301252211,3,1, ,,,
301252212,3,1, ,,,
301252413,3,1, ,,,
301252415,3,1, ,,,
301252416,3,1, ,,,
301252417,3,1, ,,,
301252719,3,1, ,,,
301252720,3,1, ,,,
301252721,3,1, ,,,
301252723,3,1, ,,,
301252724,3,5, ,,,
301256513,3,1, ,,,
301256515,3,1, ,,,
301256516,3,1, ,,,
301256517,3,1, ,,,
301256518,3,1, ,,,
301256607,3,1, ,,,
301256608,3,1, ,,,
301256609,3,1, ,,,
301256612,3,1, ,,,
301256801,3,1, ,,,
301256802,3,1, ,,,
301256803,3,1, ,,,
301256804,3,1, ,,,
301256805,3,1, ,,,
301256806,3,1, ,,,
301256919,3,1, ,,,
301256920,3,1, ,,,
301256921,3,1, ,,,
301256922,3,1, ,,,
301256923,3,1, ,,,
301256924,3,1, ,,,
301280007,3,1, ,,,
301280008,3,1, ,,,
301280009,1,1,1,,,
301280010,3,1, ,,,
301280011,3,1, ,,,
301280214,3,1, ,,,
301280215,3,1, ,,,
301280216,3,1, ,,,
301280217,1,5,2,,,
301280301,3,1, ,,,
301280302,3,1, ,,,
301280303,3,1, ,,,
301280304,3,1, ,,,
301280305,3,1, ,,,
301280306,3,1, ,,,
301280419,3,1, ,,,
301280420,3,1, ,,,
301280421,3,1, ,,,
301280422,3,1, ,,,
301280423,3,1, ,,,
301280424,3,1, ,,,
301308519,3,1, ,,,
301308520,1,1,1,,,
301308522,3,1, ,,,
301308523,3,1, ,,,
301308524,3,1, ,,,
301308613,3,1, ,,,
301308614,3,1, ,,,
301308615,3,1, ,,,
301308616,3,1, ,,,
301308617,3,1, ,,,
301308618,3,1, ,,,
301308702,3,1, ,,,
301308703,3,1, ,,,
301308704,3,1, ,,,
301308705,3,1, ,,,
301308706,3,1, ,,,
301308807,3,1, ,,,
301308808,3,1, ,,,
301308809,3,1, ,,,
301308810,3,1, ,,,
301308811,3,1, ,,,
301308812,5,1, ,,,
301350519,3,1, ,,,
301350520,3,1, ,,,
301350521,6,1, ,,,
301350522,1,1,1,,,
301350523,3,1, ,,,
301350524,3,1, ,,,
301350613,3,1, ,,,
301350614,3,1, ,,,
301350615,3,1, ,,,
301350616,3,1, ,,,
301350617,1,1,2,,,
301350618,3,1, ,,,
301350702,3,1, ,,,
301350703,3,1, ,,,
301350704,3,1, ,,,
301350705,3,1, ,,,
301350706,3,1, ,,,
301350807,3,1, ,,,
301350808,3,1, ,,,
301350809,3,1, ,,,
301350810,1,1,2,,,
301350811,3,1, ,,,
301350812,3,1, ,,,
301351013,1,5,2,,,
301351014,3,1, ,,,
301351016,1,1,2,,,
301351017,3,1, ,,,
301351018,3,1, ,,,
301351219,3,1, ,,,
301351220,3,1, ,,,
301351221,3,1, ,,,
301351222,3,1, ,,,
301351223,3,1, ,,,
301351224,3,1, ,,,
301351307,3,1, ,,,
301351308,3,1, ,,,
301351309,3,1, ,,,
301351310,3,1, ,,,
301351311,2,1,2,,,
301351312,3,1, ,,,
301351902,4,1, ,,,
301351904,4,1, ,,,
301351906,3,1, ,,,
301361401,3,1, ,,,
301361402,3,1, ,,,
301361403,3,1, ,,,
301361404,3,1, ,,,
301361405,3,1, ,,,
301361406,3,1, ,,,
301361619,3,1, ,,,
301361621,3,1, ,,,
301361622,3,1, ,,,
301361623,3,1, ,,,
301361624,3,1, ,,,
301361707,3,1, ,,,
301361708,3,1, ,,,
301361710,3,1, ,,,
301361711,3,1, ,,,
301361712,3,1, ,,,
301361813,3,1, ,,,
301361814,3,1, ,,,
301361815,3,1, ,,,
301361816,3,1, ,,,
301361817,3,1, ,,,
301361818,3,1, ,,,
301376019,3,1, ,,,
301376020,3,1, ,,,
301376021,5,1, ,,,
301376022,3,1, ,,,
301376023,3,1, ,,,
301376313,3,1, ,,,
301376314,3,1, ,,,
301376315,3,1, ,,,
301376316,3,1, ,,,
301376317,3,1, ,,,
301376318,3,1, ,,,
301376501,3,1, ,,,
301376502,3,1, ,,,
301376503,3,1, ,,,
301376504,3,1, ,,,
301376505,3,1, ,,,
301376506,3,1, ,,,
301376907,3,1, ,,,
301376908,3,1, ,,,
301376909,3,1, ,,,
301376910,3,1, ,,,
301376911,3,1, ,,,
301414013,4,1, ,,,
301414014,3,1, ,,,
301414015,3,1, ,,,
301414016,3,1, ,,,
301414017,3,1, ,,,
301414219,3,1, ,,,
301414221,3,1, ,,,
301414222,3,1, ,,,
301414223,3,1, ,,,
301414224,3,1, ,,,
301414308,3,1, ,,,
301414310,3,1, ,,,
301414311,4,1, ,,,
301414901,1,1,2,,,
301414902,3,1, ,,,
301414904,3,1, ,,,
301414905,3,1, ,,,
301414906,3,1, ,,,
360002019,3,1, ,,,
360002020,3,1, ,,,
360002021,3,1, ,,,
360002022,3,1, ,,,
360002023,3,1, ,,,
360002024,3,1, ,,,
360002701,3,1, ,,,
360002702,3,1, ,,,
360002703,3,1, ,,,
360002704,3,1, ,,,
360002705,3,1, ,,,
360002706,3,1, ,,,
360002807,3,1, ,,,
360002808,3,1, ,,,
360002809,3,1, ,,,
360002810,3,1, ,,,
360002811,3,1, ,,,
360002812,3,1, ,,,
360002913,3,1, ,,,
360002914,3,1, ,,,
360002915,3,1, ,,,
360002916,3,1, ,,,
360002917,3,1, ,,,
360002918,6,1, ,,,
360003201,3,1, ,,,
360003203,3,1, ,,,
360003204,3,1, ,,,
360003205,4,1, ,,,
360003206,3,1, ,,,
360003307,3,1, ,,,
360003308,3,1, ,,,
360003309,3,1, ,,,
360003310,3,1, ,,,
360003311,3,1, ,,,
360003312,3,1, ,,,
360003414,3,1, ,,,
360003415,1,5,2,,,
360003416,3,1, ,,,
360003417,3,1, ,,,
360003418,3,1, ,,,
360003519,3,1, ,,,
360003520,3,1, ,,,
360003521,3,1, ,,,
360003522,3,1, ,,,
360003523,3,1, ,,,
360003524,3,1, ,,,
360004601,3,1, ,,,
360004602,3,1, ,,,
360004603,3,1, ,,,
360004604,3,1, ,,,
360004605,3,1, ,,,
360004606,1,1,2,,,
360004707,3,1, ,,,
360004708,1,1,2,,,
360004709,1,1,2,,,
360004710,1,1,2,,,
360004711,3,1, ,,,
360004712,3,1, ,,,
360004813,3,1, ,,,
360004814,3,1, ,,,
360004815,3,1, ,,,
360004816,3,1, ,,,
360004817,3,1, ,,,
360004818,3,1, ,,,
360004919,3,1, ,,,
360004920,3,1, ,,,
360004921,3,1, ,,,
360004922,3,1, ,,,
360004923,3,1, ,,,
360004924,3,1, ,,,
360010001,3,1, ,,,
360010002,3,1, ,,,
360010003,3,1, ,,,
360010004,3,1, ,,,
360010006,3,1, ,,,
360010208,3,1, ,,,
360010209,3,1, ,,,
360010210,3,1, ,,,
360010211,3,1, ,,,
360010212,1,1,2,,,
360010313,3,2, ,,,
360010314,3,2, ,,,
360010315,3,2, ,,,
360010316,3,2, ,,,
360010318,3,2, ,,,
360010419,3,1, ,,,
360010420,3,1, ,,,
360010421,3,1, ,,,
360010422,3,1, ,,,
360010423,3,1, ,,,
360011501,3,1, ,,,
360011503,3,1, ,,,
360011505,3,1, ,,,
360011506,6,1, ,,,
360011607,3,1, ,,,
360011608,3,1, ,,,
360011609,3,1, ,,,
360011610,3,1, ,,,
360011611,3,1, ,,,
360011612,3,1, ,,,
360011713,3,1, ,,,
360011714,3,1, ,,,
360011715,3,1, ,,,
360011716,3,1, ,,,
360011717,3,1, ,,,
360011718,3,1, ,,,
360011819,3,1, ,,,
360011821,3,1, ,,,
360011822,3,1, ,,,
360011823,3,1, ,,,
360011824,3,1, ,,,
360014007,3,1, ,,,
360014008,3,1, ,,,
360014009,3,1, ,,,
360014010,3,1, ,,,
360014012,6,1, ,,,
360014213,3,1, ,,,
360014215,3,1, ,,,
360014216,6,1, ,,,
360014217,3,1, ,,,
360014319,3,1, ,,,
360014320,3,1, ,,,
360014321,3,1, ,,,
360014322,3,1, ,,,
360014324,3,1, ,,,
360014901,3,1, ,,,
360014903,3,1, ,,,
360014904,3,1, ,,,
360014905,3,1, ,,,
360024402,3,1, ,,,
360024403,3,1, ,,,
360024404,3,1, ,,,
360024405,3,1, ,,,
360024406,3,1, ,,,
360024507,3,1, ,,,
360024508,3,1, ,,,
360024509,3,1, ,,,
360024510,3,1, ,,,
360024511,3,1, ,,,
360024512,3,1, ,,,
360024614,3,1, ,,,
360024615,3,1, ,,,
360024616,3,1, ,,,
360024617,3,1, ,,,
360024720,3,1, ,,,
360024721,3,1, ,,,
360024722,3,1, ,,,
360024724,3,1, ,,,
360035013,3,1, ,,,
360035015,3,1, ,,,
360035016,3,1, ,,,
360035017,3,1, ,,,
360035018,3,1, ,,,
360035219,5,1, ,,,
360035222,3,1, ,,,
360035223,3,1, ,,,
360035224,5,1, ,,,
360035801,3,1, ,,,
360035802,3,1, ,,,
360035803,3,1, ,,,
360035804,3,1, ,,,
360035805,3,1, ,,,
360035806,3,1, ,,,
360035908,3,1, ,,,
360035909,3,1, ,,,
360035910,3,1, ,,,
360035911,3,1, ,,,
360035912,3,1, ,,,
360036301,3,1, ,,,
360036302,3,1, ,,,
360036303,3,1, ,,,
360036304,3,1, ,,,
360036305,3,1, ,,,
360036306,3,1, ,,,
360036407,3,1, ,,,
360036408,3,1, ,,,
360036409,3,1, ,,,
360036410,3,1, ,,,
360036411,3,1, ,,,
360036412,3,1, ,,,
360036513,3,1, ,,,
360036514,3,1, ,,,
360036515,3,1, ,,,
360036516,3,1, ,,,
360036517,3,1, ,,,
360036518,3,1, ,,,
360036619,3,1, ,,,
360036620,3,1, ,,,
360036622,3,1, ,,,
360036623,3,1, ,,,
360037019,3,1, ,,,
360037020,3,1, ,,,
360037021,3,1, ,,,
360037023,6,1, ,,,
360037024,3,1, ,,,
360037701,3,1, ,,,
360037703,3,1, ,,,
360037704,3,1, ,,,
360037705,3,1, ,,,
360037706,3,1, ,,,
360037807,3,1, ,,,
360037808,3,1, ,,,
360037809,3,1, ,,,
360037811,3,1, ,,,
360037812,6,1, ,,,
360037913,3,1, ,,,
360037915,3,1, ,,,
360037916,3,1, ,,,
360037917,3,1, ,,,
360044203,3,1, ,,,
360044204,3,1, ,,,
360044311,3,1, ,,,
360044312,3,1, ,,,
360044413,3,1, ,,,
360044414,3,1, ,,,
360044415,3,1, ,,,
360044519,3,1, ,,,
360044521,3,1, ,,,
360053606,3,1, ,,,
360053607,3,1, ,,,
360053608,3,1, ,,,
360053609,3,4, ,,,
360053610,3,1, ,,,
360053611,3,1, ,,,
360053612,3,1, ,,,
360053613,3,1, ,,,
360053614,1,1,2,,,
360053615,3,1, ,,,
360053616,3,1, ,,,
360053722,1,1,2,,,
360053724,1,1,2,,,
360053725,3,1, ,,,
360053817,3,1, ,,,
360053818,1,1,2,,,
360053819,3,1, ,,,
360053820,3,1, ,,,
360053821,3,1, ,,,
360053901,3,1, ,,,
360053903,3,1, ,,,
360053904,3,1, ,,,
360053905,3,1, ,,,
360077017,3,1, ,,,
360077019,3,1, ,,,
360077206,3,1, ,,,
360077207,5,1, ,,,
360077208,1,1,1,,,
360077209,1,1,1,,,
360077210,4,1, ,,,
360077211,3,1, ,,,
360077212,3,1, ,,,
360077213,3,1, ,,,
360077214,3,1, ,,,
360077215,3,1, ,,,
360077301,3,1, ,,,
360077302,3,1, ,,,
360077303,3,1, ,,,
360077304,4,1, ,,,
360077305,3,1, ,,,
360077421,3,1, ,,,
360077422,3,1, ,,,
360077423,3,1, ,,,
360077424,3,1, ,,,
360077425,3,1, ,,,
360079501,1,3,2,,,
360079502,3,3, ,,,
360079503,1,3,1,,,
360079504,3,3, ,,,
360079505,1,3,2,,,
360079511,1,5,2,,,
360079512,1,5,2,,,
360079513,1,4,2,,,
360079515,3,3, ,,,
360079516,3,3, ,,,
360079606,1,3,2,,,
360079607,3,3, ,,,
360079609,1,3,1,,,
360079722,3,1, ,,,
360079723,3,1, ,,,
360079724,3,1, ,,,
360079725,1,1,2,,,
360079726,3,1, ,,,
360079817,3,1, ,,,
360079818,3,1, ,,,
360079819,3,1, ,,,
360079820,3,1, ,,,
360079821,3,1, ,,,
360083007,3,1, ,,,
360083008,3,1, ,,,
360083009,3,1, ,,,
360083010,3,1, ,,,
360083012,3,1, ,,,
360083213,3,1, ,,,
360083214,3,1, ,,,
360083215,3,1, ,,,
360083216,3,1, ,,,
360083217,3,1, ,,,
360083218,3,1, ,,,
360083901,3,1, ,,,
360083902,3,1, ,,,
360083904,3,1, ,,,
360083906,3,1, ,,,
360087301,3,1, ,,,
360087302,3,1, ,,,
360087303,3,1, ,,,
360087304,3,1, ,,,
360087305,3,1, ,,,
360087306,3,1, ,,,
360087407,3,1, ,,,
360087408,3,1, ,,,
360087409,3,1, ,,,
360087410,3,1, ,,,
360087411,3,1, ,,,
360087412,3,1, ,,,
360087513,3,1, ,,,
360087514,3,1, ,,,
360087515,3,1, ,,,
360087516,3,1, ,,,
360087517,3,1, ,,,
360087619,3,1, ,,,
360087620,3,1, ,,,
360087621,3,1, ,,,
360087622,3,1, ,,,
360087623,3,1, ,,,
360087624,3,1, ,,,
360096021,3,1, ,,,
360096022,3,1, ,,,
360096023,3,1, ,,,
360096024,3,1, ,,,
360096025,3,1, ,,,
360096706,3,1, ,,,
360096707,3,1, ,,,
360096708,3,1, ,,,
360096709,3,1, ,,,
360096710,3,1, ,,,
360096713,3,1, ,,,
360096715,3,1, ,,,
360096816,3,1, ,,,
360096817,3,1, ,,,
360096818,3,1, ,,,
360096819,3,1, ,,,
360096820,3,1, ,,,
360096904,3,1, ,,,
360100201,4,1, ,,,
360100203,3,1, ,,,
360100204,4,1, ,,,
360100205,5,1, ,,,
360100206,4,1, ,,,
360100207,3,1, ,,,
360100208,3,1, ,,,
360100209,3,1, ,,,
360100210,3,1, ,,,
360100321,3,5, ,,,
360100322,3,1, ,,,
360100323,3,1, ,,,
360100324,3,1, ,,,
360100411,3,1, ,,,
360100412,3,1, ,,,
360100413,3,1, ,,,
360100414,3,1, ,,,
360100415,3,1, ,,,
360100516,3,1, ,,,
360100517,3,1, ,,,
360100518,3,1, ,,,
360100519,3,1, ,,,
360100520,3,1, ,,,
360101601,3,1, ,,,
360101602,3,1, ,,,
360101603,3,1, ,,,
360101604,3,1, ,,,
360101605,3,1, ,,,
360101616,1,1,2,,,
360101617,3,1, ,,,
360101618,3,1, ,,,
360101619,3,5, ,,,
360101620,3,1, ,,,
360101711,3,1, ,,,
360101712,3,1, ,,,
360101714,3,1, ,,,
360101715,3,1, ,,,
360101806,3,1, ,,,
360101807,3,1, ,,,
360101808,3,1, ,,,
360101809,3,1, ,,,
360101810,3,1, ,,,
360103007,3,5, ,,,
360103012,3,5, ,,,
360103213,3,5, ,,,
360103214,3,1, ,,,
360103215,3,1, ,,,
360103216,3,1, ,,,
360103218,3,1, ,,,
360103319,6,5, ,,,
360103320,3,1, ,,,
360103321,6,1, ,,,
360103901,3,1, ,,,
360103902,4,1, ,,,
360103903,3,1, ,,,
360103904,3,5, ,,,
360103905,3,1, ,,,
360103906,3,1, ,,,
360119401,3,1, ,,,
360119402,3,1, ,,,
360119403,3,1, ,,,
360119404,3,1, ,,,
360119405,3,1, ,,,
360119406,3,1, ,,,
360119507,3,1, ,,,
360119509,3,1, ,,,
360119510,3,1, ,,,
360119511,1,1,2,,,
360119512,3,1, ,,,
360119613,3,1, ,,,
360119614,3,1, ,,,
360119615,3,1, ,,,
360119617,3,1, ,,,
360119618,3,1, ,,,
360134019,1,3,1,,,
360134020,1,3,1,,,
360134021,1,3,2,,,
360134022,1,3,1,,,
360134023,1,3,1,,,
360134024,1,3,2,,,
360134701,1,3,1,,,
360134702,1,3,1,,,
360134703,1,3,1,,,
360134704,1,3,1,,,
360134705,1,3,1,,,
360134706,1,3,1,,,
360134807,1,3,1,,,
360134808,3,3, ,,,
360134809,1,3,1,,,
360134810,1,3,1,,,
360134811,1,3,1,,,
360134812,1,3,1,,,
360134913,1,3,1,,,
360134914,1,3,2,,,
360134915,1,3,1,,,
360134916,1,3,1,,,
360134917,1,3,1,,,
360134918,1,3,2,,,
360138201,3,1, ,,,
360138202,3,1, ,,,
360138203,3,1, ,,,
360138204,3,5, ,,,
360138205,3,1, ,,,
360138206,3,1, ,,,
360138207,3,1, ,,,
360138209,3,1, ,,,
360138310,1,3,2,,,
360138311,1,3,2,,,
360138312,1,3,2,,,
360138313,1,5,2,,,
360138314,3,3, ,,,
360138416,3,1, ,,,
360138417,3,1, ,,,
360138418,5,1, ,,,
360140511,3,1, ,,,
360140512,3,1, ,,,
360140514,3,1, ,,,
360140515,3,1, ,,,
360140521,1,1,2,,,
360140522,1,5,2,,,
360140523,3,1, ,,,
360140524,5,1, ,,,
360140525,3,1, ,,,
360140526,3,1, ,,,
360140601,3,1, ,,,
360140602,3,1, ,,,
360140603,3,1, ,,,
360140604,1,1,1,,,
360140605,3,1, ,,,
360140716,3,1, ,,,
360140717,3,1, ,,,
360140718,3,1, ,,,
360140719,3,1, ,,,
360140720,1,1,1,,,
360140806,3,1, ,,,
360140807,3,1, ,,,
360140808,3,1, ,,,
360140809,1,1,2,,,
360140810,1,1,2,,,
360142006,3,1, ,,,
360142007,6,1, ,,,
360142009,3,1, ,,,
360142010,3,1, ,,,
360142201,3,1, ,,,
360142203,1,1,2,,,
360142204,3,1, ,,,
360142205,3,1, ,,,
360142221,3,1, ,,,
360142222,3,1, ,,,
360142224,3,1, ,,,
360142225,3,1, ,,,
360142316,3,1, ,,,
360142317,3,1, ,,,
360142318,3,1, ,,,
360142319,3,1, ,,,
360142320,3,1, ,,,
360142911,3,1, ,,,
360142912,3,1, ,,,
360142913,3,1, ,,,
360142914,3,1, ,,,
360142915,3,1, ,,,
360143401,1,1,2,,,
360143402,3,1, ,,,
360143403,3,1, ,,,
360143404,3,1, ,,,
360143405,3,1, ,,,
360143417,3,1, ,,,
360143418,3,1, ,,,
360143419,1,1,2,,,
360143420,3,1, ,,,
360143421,3,1, ,,,
360143511,3,1, ,,,
360143512,3,1, ,,,
360143513,3,1, ,,,
360143514,3,1, ,,,
360143607,3,1, ,,,
360143608,3,1, ,,,
360143609,1,1,2,,,
360143610,3,1, ,,,
360160019,3,5, ,,,
360160020,3,5, ,,,
360160021,3,5, ,,,
360160022,3,5, ,,,
360160023,3,1, ,,,
360160024,6,5, ,,,
360160701,3,3, ,,,
360160702,3,3, ,,,
360160703,3,1, ,,,
360160704,3,3, ,,,
360160706,3,1, ,,,
360160807,3,5, ,,,
360160808,3,3, ,,,
360160809,3,2, ,,,
360160810,3,3, ,,,
360160913,1,5,1,,,
360160915,3,4, ,,,
360160916,3,3, ,,,
360160917,1,5,2,,,
360160918,3,5, ,,,
360162202,3,1, ,,,
360162203,3,1, ,,,
360162205,3,1, ,,,
360162206,3,1, ,,,
360162307,3,1, ,,,
360162308,3,1, ,,,
360162309,3,1, ,,,
360162311,3,1, ,,,
360162413,3,1, ,,,
360162414,1,1,2,,,
360162415,3,1, ,,,
360162416,3,1, ,,,
360162417,3,1, ,,,
360162418,3,1, ,,,
360162519,3,1, ,,,
360162520,3,1, ,,,
360162521,3,1, ,,,
360162522,3,1, ,,,
360162523,5,1, ,,,
360162524,1,1,2,,,
360163601,3,1, ,,,
360163602,3,1, ,,,
360163603,6,1, ,,,
360163605,3,1, ,,,
360163707,3,1, ,,,
360163708,3,1, ,,,
360163709,3,1, ,,,
360163710,3,1, ,,,
360163711,3,1, ,,,
360163712,3,1, ,,,
360163813,3,1, ,,,
360163814,3,1, ,,,
360163815,3,1, ,,,
360163816,3,1, ,,,
360163818,3,1, ,,,
360163919,3,1, ,,,
360163920,3,1, ,,,
360163921,3,1, ,,,
360163923,3,1, ,,,
360163924,3,1, ,,,
360164007,3,1, ,,,
360164008,3,1, ,,,
360164010,3,1, ,,,
360164011,1,1,2,,,
360164012,3,1, ,,,
360164201,3,1, ,,,
360164202,3,1, ,,,
360164204,3,1, ,,,
360164205,3,1, ,,,
360164206,3,1, ,,,
360164219,6,1, ,,,
360164220,1,1,2,,,
360164221,1,1,2,,,
360164223,3,1, ,,,
360164313,3,1, ,,,
360164314,3,1, ,,,
360164315,3,1, ,,,
360164316,1,1,1,,,
360164318,3,1, ,,,
360164424,3,1, ,,,
360164425,3,1, ,,,
360164426,3,1, ,,,
360164427,2,1,2,,,
360164428,5,1, ,,,
360170507,3,1, ,,,
360170510,3,1, ,,,
360170511,3,1, ,,,
360170512,5,1, ,,,
360170513,5,1, ,,,
360170619,3,1, ,,,
360170620,3,1, ,,,
360170703,3,1, ,,,
360170705,3,1, ,,,
360170821,3,1, ,,,
360175016,3,1, ,,,
360175017,3,1, ,,,
360175018,3,1, ,,,
360175020,3,1, ,,,
360175201,3,1, ,,,
360175202,3,1, ,,,
360175203,3,1, ,,,
360175204,3,1, ,,,
360175206,1,5,2,,,
360175207,2,1,2,,,
360175208,3,1, ,,,
360175209,3,1, ,,,
360175210,3,1, ,,,
360175311,3,1, ,,,
360175313,3,1, ,,,
360175314,3,1, ,,,
360175315,3,1, ,,,
360175921,3,1, ,,,
360175922,3,1, ,,,
360175923,3,1, ,,,
360184407,3,1, ,,,
360184408,3,1, ,,,
360184409,3,1, ,,,
360184410,3,1, ,,,
360184421,3,1, ,,,
360184422,3,1, ,,,
360184423,3,1, ,,,
360184424,3,1, ,,,
360184425,3,1, ,,,
360184501,3,1, ,,,
360184503,3,1, ,,,
360184504,3,1, ,,,
360184505,3,1, ,,,
360184611,3,1, ,,,
360184612,3,1, ,,,
360184613,3,1, ,,,
360184614,3,1, ,,,
360184615,3,1, ,,,
360184716,3,1, ,,,
360184717,3,1, ,,,
360184718,3,1, ,,,
360184719,4,1, ,,,
360184720,3,1, ,,,
360190006,3,1, ,,,
360190007,3,1, ,,,
360190008,3,1, ,,,
360190009,3,1, ,,,
360190010,3,1, ,,,
360190211,1,1,2,,,
360190212,3,1, ,,,
360190213,1,1,2,,,
360190214,3,1, ,,,
360190221,3,1, ,,,
360190222,3,1, ,,,
360190223,3,1, ,,,
360190224,3,4, ,,,
360190225,1,4,2,,,
360190816,3,1, ,,,
360190817,3,1, ,,,
360190818,3,1, ,,,
360190819,3,1, ,,,
360190820,3,1, ,,,
360190901,3,1, ,,,
360190902,3,1, ,,,
360190903,3,1, ,,,
360190904,3,1, ,,,
360190905,1,1,2,,,
360196302,3,1, ,,,
360196303,3,1, ,,,
360196411,4,1, ,,,
360196413,3,1, ,,,
360196515,4,1, ,,,
360196516,4,1, ,,,
360196519,3,1, ,,,
360196622,5,1, ,,,
360196623,5,1, ,,,
360196624,5,1, ,,,
360204019,3,1, ,,,
360204020,6,1, ,,,
360204021,3,1, ,,,
360204022,3,1, ,,,
360204023,3,1, ,,,
360204024,6,1, ,,,
360204701,3,1, ,,,
360204704,3,1, ,,,
360204705,3,1, ,,,
360204706,3,1, ,,,
360204807,3,1, ,,,
360204808,3,1, ,,,
360204809,3,1, ,,,
360204810,6,1, ,,,
360204811,6,1, ,,,
360204812,3,1, ,,,
360204913,6,1, ,,,
360204914,6,1, ,,,
360204915,6,1, ,,,
360204916,3,1, ,,,
360204917,3,1, ,,,
400014501,5,1, ,,,
400014503,3,1, ,,,
400014504,6,1, ,,,
400014506,3,1, ,,,
400046001,3,1, ,,,
400046002,3,1, ,,,
400046003,3,1, ,,,
400046005,3,1, ,,,
400046006,3,1, ,,,
400050401,5,1, ,,,
400050403,3,1, ,,,
400050404,3,1, ,,,
400050405,3,1, ,,,
400055701,3,1, ,,,
